Date,Close,Volume,Open,High,Low
08/26/2024,154.29,2804297,156.27,156.86,152.84
08/23/2024,155.38,4743246,153.37,156.2495,151.55
08/22/2024,150.76,3765162,156.05,156.55,149.7901
08/21/2024,154.51,3040571,153.77,155.715,152.39
08/20/2024,152.98,2297946,153.41,154.78,151.88
08/19/2024,153.79,2768093,149.87,153.79,149.19
08/16/2024,149.48,2597585,147.26,150.12,147.12
08/15/2024,148.67,3578528,145.92,148.94,145.44
08/14/2024,141.51,2989263,140.82,142.40,138.67
08/13/2024,140.13,3235237,136.09,140.35,135.89
08/12/2024,133.60,3327123,134.37,135.50,131.89
08/09/2024,133.35,8064991,131.15,134.62,130.17
08/08/2024,131.82,4320747,127.07,132.33,125.60
08/07/2024,123.44,10799530,130.55,132.7581,122.96
08/06/2024,125.95,5711200,123.91,131.37,122.96
08/05/2024,122.74,11316960,118.26,127.35,117.2904
08/02/2024,134.51,10774950,136.69,137.68,131.08
08/01/2024,142.53,8116250,150.33,152.20,139.69
07/31/2024,148.71,5787414,147.48,151.08,146.43
07/30/2024,142.07,4576873,145.50,146.3308,139.32
07/29/2024,144.29,2990242,145.36,146.15,142.74
07/26/2024,144.04,3872626,142.45,146.2747,141.84
07/25/2024,139.58,5296440,141.90,146.7119,138.83
07/24/2024,141.91,4813535,148.15,148.3992,141.08
07/23/2024,152.21,2358105,152.92,154.7561,151.88
07/22/2024,153.01,2958349,151.77,153.56,150.1238
07/19/2024,148.55,3470966,151.32,152.70,147.64
07/18/2024,151.73,4144013,156.60,157.43,149.8797
07/17/2024,155.39,3420687,157.01,158.40,155.051
07/16/2024,162.26,2921753,160.55,162.49,159.90
07/15/2024,159.45,7172993,159.89,162.27,157.85
07/12/2024,158.16,3862582,156.24,161.33,155.96
07/11/2024,155.43,4128380,159.67,160.4455,154.89
07/10/2024,159.55,2631280,156.07,159.92,155.82
07/09/2024,155.07,2045503,155.46,156.215,154.81
07/08/2024,154.69,2247532,154.85,155.50,153.76
07/05/2024,154.21,2321571,151.82,154.55,151.261
07/03/2024,151.67,5058385,149.47,152.01,149.44
07/02/2024,149.77,2550631,145.54,149.82,145.48
07/01/2024,146.99,2699419,147.17,147.35,144.64
06/28/2024,146.07,3460721,148.46,151.004,145.10
06/27/2024,147.93,2235048,147.23,148.48,146.57
06/26/2024,147.43,6059971,145.90,147.95,145.34
06/25/2024,146.86,2358136,146.14,147.17,144.93
06/24/2024,145.49,8573375,146.82,148.95,145.46
06/21/2024,146.74,2273754,147.02,147.9657,145.85
06/20/2024,147.79,3665241,149.79,150.3369,146.33
06/18/2024,149.03,2066268,147.97,149.145,147.64
06/17/2024,147.95,2904891,144.02,149.08,143.601
06/14/2024,144.57,6709823,143.10,144.63,142.25
06/13/2024,144.46,6771993,145.02,145.15,142.195
06/12/2024,143.57,4086640,143.85,145.77,142.80
06/11/2024,140.16,2803419,138.03,140.29,136.40
06/10/2024,139.24,2699048,137.38,139.54,136.8998
06/07/2024,137.97,3538974,137.80,140.29,136.90
06/06/2024,138.64,2680534,138.98,139.29,137.14
06/05/2024,138.69,3774221,135.73,138.75,134.24
06/04/2024,133.94,3825398,132.61,134.59,131.39
06/03/2024,133.56,4743142,134.57,134.65,129.68
05/31/2024,133.30,5937844,130.52,133.49,126.61
05/30/2024,129.98,4330271,131.37,131.87,128.98
05/29/2024,132.65,6054298,132.29,133.50,132.05
05/28/2024,135.50,2587098,135.83,136.01,133.41
05/24/2024,135.23,2688109,134.05,135.83,133.28
05/23/2024,132.67,4623331,138.08,138.1196,131.70
05/22/2024,135.79,4506253,136.43,136.99,134.08
05/21/2024,137.00,2329892,135.41,137.16,135.28
05/20/2024,136.11,2645705,135.69,137.23,135.39
05/17/2024,135.59,3344402,135.14,135.69,134.00
05/16/2024,135.07,10316270,136.03,137.30,134.97
05/15/2024,136.09,3676647,133.14,136.32,132.63
05/14/2024,131.21,3804910,129.60,131.63,129.21
05/13/2024,129.57,2517666,130.76,130.82,128.6306
05/10/2024,129.55,3421393,130.22,130.86,128.56
05/09/2024,129.10,3182101,127.01,129.11,126.54
05/08/2024,127.03,2878511,125.58,127.38,125.47
05/07/2024,127.10,7257907,127.31,128.05,126.50
05/06/2024,126.62,3515150,124.56,126.63,124.2994
05/03/2024,122.86,4857746,122.77,123.64,120.94
05/02/2024,118.44,4396514,117.89,119.07,114.71
05/01/2024,115.35,6631090,116.07,120.85,115.03
04/30/2024,116.62,5167639,121.27,122.00,116.54
04/29/2024,122.36,3177072,122.41,122.89,120.39
04/26/2024,121.14,6060542,119.85,122.3099,119.38
04/25/2024,117.84,6755748,114.79,118.4199,113.60
04/24/2024,119.35,10395550,120.15,120.72,117.74
04/23/2024,119.51,5019696,116.88,119.87,116.5001
04/22/2024,115.45,6315104,114.21,117.31,112.5739
04/19/2024,112.55,11658990,115.38,116.10,111.54
04/18/2024,115.53,5587927,117.22,118.72,114.84
04/17/2024,116.35,6666484,120.26,120.36,115.36
04/16/2024,118.52,5997678,119.53,120.62,117.59
04/15/2024,119.26,8718511,127.01,127.10,118.60
04/12/2024,123.84,8850346,126.57,127.63,122.5902
04/11/2024,129.40,5004680,127.61,130.43,124.98
04/10/2024,126.61,7529392,126.11,128.13,125.08
04/09/2024,130.52,5426334,131.48,131.67,126.8401
04/08/2024,130.07,6096028,130.50,131.27,129.55
04/05/2024,129.93,6946089,127.10,131.48,126.74
04/04/2024,126.18,7072749,134.03,134.30,125.87
04/03/2024,131.05,4613139,129.74,132.19,129.72
04/02/2024,130.68,3696585,130.16,130.75,128.83
04/01/2024,133.35,5666957,134.54,134.95,132.33
03/28/2024,134.03,3843739,134.13,135.162,133.78
03/27/2024,134.08,4600468,133.00,134.14,131.34
03/26/2024,130.81,6567753,132.87,133.09,130.68
03/25/2024,131.88,5737534,131.76,132.675,131.645
03/22/2024,132.94,4111749,133.49,133.99,132.75
03/21/2024,133.69,4330555,134.67,135.1999,133.51
03/20/2024,132.45,6279133,129.02,132.64,128.48
03/19/2024,129.07,5291804,126.34,129.21,125.58
03/18/2024,127.29,6188835,128.17,129.2445,126.98
03/15/2024,125.03,6092288,125.41,126.53,124.045
03/14/2024,127.80,5564594,129.33,129.46,125.491
03/13/2024,128.71,3707952,129.55,129.7099,127.62
03/12/2024,129.39,6147900,126.92,129.81,125.00
03/11/2024,125.37,7690055,124.75,125.80,123.33
03/08/2024,125.73,9774569,128.57,130.60,125.29
03/07/2024,128.15,5795806,126.93,128.93,126.215
03/06/2024,124.54,6240698,125.12,126.20,123.54
03/05/2024,122.70,6849301,124.941,125.32,121.00
03/04/2024,126.49,4766414,126.38,127.94,126.315
03/01/2024,127.04,6119134,124.16,127.31,123.83
02/29/2024,123.43,6950937,123.55,124.74,121.57
02/28/2024,122.25,3882313,121.68,122.76,121.3828
02/27/2024,122.81,4652390,122.69,123.02,121.28
02/26/2024,122.23,4292644,123.88,124.2193,122.12
02/23/2024,123.53,6649329,124.63,125.28,123.06
02/22/2024,123.40,6293336,120.91,124.10,120.27
02/21/2024,116.25,6547995,115.02,116.39,113.73
02/20/2024,115.95,6589161,116.71,117.19,114.39
02/16/2024,117.97,6946900,119.61,120.40,117.47
02/15/2024,119.82,6601879,117.99,119.985,117.59
02/14/2024,117.56,6561849,116.34,117.925,114.6626
02/13/2024,114.51,9210621,114.80,115.75,112.09
02/12/2024,119.42,5474074,119.65,121.26,118.93
02/09/2024,119.62,5414862,118.00,119.99,117.74
02/08/2024,117.71,4075724,117.53,117.94,116.92
02/07/2024,117.57,5542781,116.36,117.93,115.74
02/06/2024,114.74,6819237,114.47,115.02,113.4499
02/05/2024,113.82,11377300,114.64,114.96,112.23
02/02/2024,115.11,9527952,111.91,116.30,111.68
02/01/2024,111.61,15098050,108.58,111.68,108.03
01/31/2024,107.56,10411480,111.50,111.8299,107.49
01/30/2024,113.14,4861260,112.88,113.61,112.57
01/29/2024,113.38,5696262,110.96,113.51,110.61
01/26/2024,110.92,10774920,110.93,111.98,110.23
01/25/2024,111.32,6089594,110.95,111.48,109.51
01/24/2024,109.55,7679580,111.18,111.8714,109.345
01/23/2024,109.24,6720797,108.68,109.43,107.955
01/22/2024,108.35,12762940,108.71,109.56,107.92
01/19/2024,107.66,10010820,104.60,107.91,104.14
01/18/2024,103.90,7684364,102.28,104.22,101.27
01/17/2024,101.32,8442340,100.96,101.62,99.72
01/16/2024,103.06,13261840,103.261,104.15,101.82
01/12/2024,104.25,6557121,104.97,105.48,103.29
01/11/2024,104.08,8716906,104.87,105.2201,101.38
01/10/2024,104.36,9823622,102.80,104.93,102.60
01/09/2024,102.56,11699840,101.32,103.325,100.99
01/08/2024,103.10,8596427,99.22,103.23,99.15
01/05/2024,98.93,10967370,98.65,100.55,98.00
01/04/2024,98.63,7422255,99.27,100.93,98.435
01/03/2024,99.63,11632600,100.695,101.20,99.25
01/02/2024,102.12,8732824,101.88,102.84,100.76
12/29/2023,103.99,8692584,104.65,105.105,102.6507
12/28/2023,105.00,5232627,105.01,105.48,104.65
12/27/2023,105.00,7931497,104.24,105.08,103.91
12/26/2023,104.36,4480062,103.38,105.01,103.30
12/22/2023,103.14,6531315,103.28,104.255,101.88
12/21/2023,102.51,8639127,101.70,102.73,100.12
12/20/2023,100.04,11952550,103.90,105.21,99.92
12/19/2023,104.53,5429382,103.08,104.60,103.00
12/18/2023,102.73,7070183,102.12,103.37,101.98
12/15/2023,101.12,9053451,101.13,101.87,100.47
12/14/2023,101.55,10281970,101.89,102.68,99.79
12/13/2023,100.66,10743190,96.94,100.88,96.71
12/12/2023,96.74,6052030,95.21,96.79,94.57
12/11/2023,95.47,6082478,94.24,95.56,93.91
12/08/2023,94.34,9790654,92.71,94.70,92.56
12/07/2023,93.22,7221849,92.44,93.6395,92.0575
12/06/2023,91.20,9167015,93.68,93.71,90.96
12/05/2023,92.41,10405980,91.53,92.98,91.33
12/04/2023,92.50,11774990,91.80,92.64,91.03
12/01/2023,93.92,10621310,91.96,94.31,91.59
11/30/2023,92.39,10001850,91.83,92.585,90.53
11/29/2023,91.42,7805946,92.90,93.5925,91.13
11/28/2023,91.58,6739237,91.05,92.395,90.72
11/27/2023,91.33,6130178,91.41,91.96,91.10
11/24/2023,91.85,2941195,91.70,91.96,91.52
11/22/2023,91.76,8070151,91.71,92.57,91.08
11/21/2023,90.74,12770960,90.72,91.04,90.00
11/20/2023,91.40,10092830,89.21,91.95,89.21
11/17/2023,89.53,10781010,89.05,89.76,88.51
11/16/2023,89.05,8829553,88.51,89.29,87.855
11/15/2023,88.84,8035400,89.08,89.84,88.325
11/14/2023,88.29,10930700,86.97,89.055,86.8002
11/13/2023,83.41,10214820,82.93,84.128,82.47
11/10/2023,83.71,11471220,81.15,83.91,80.32
11/09/2023,80.02,13341470,82.63,82.64,79.78
11/08/2023,82.00,9689047,82.18,82.49,80.68
11/07/2023,81.87,8066257,81.17,82.23,80.52
11/06/2023,81.20,11053480,81.08,81.46,80.09
11/03/2023,80.67,13149830,79.83,81.55,79.76
11/02/2023,78.57,10973960,76.40,78.65,76.36
11/01/2023,74.34,14963530,72.54,74.78,72.26
10/31/2023,72.04,14616400,71.02,72.22,70.03
10/30/2023,70.78,13486520,69.74,71.29,69.07
10/27/2023,68.33,16908820,70.10,70.30,67.60
10/26/2023,69.37,13897800,71.35,71.7801,68.82
10/25/2023,71.97,14034250,74.31,74.31,71.6899
10/24/2023,75.25,13914360,74.69,75.85,73.71
10/23/2023,73.58,17597870,73.12,75.69,72.1806
10/20/2023,74.02,16557460,76.63,76.901,73.93
10/19/2023,76.91,14782270,79.36,80.4007,76.51
10/18/2023,79.07,14273480,81.31,81.87,78.42
10/17/2023,82.37,14245710,80.56,83.5601,80.35
10/16/2023,82.43,11148690,81.18,83.025,81.03
10/13/2023,79.92,13124340,82.03,82.70,79.00
10/12/2023,81.24,11726280,83.05,83.27,79.80
10/11/2023,82.80,8294037,82.40,82.92,80.98
10/10/2023,81.79,9483911,80.91,83.28,80.65
10/09/2023,80.52,9563564,77.94,80.89,77.64
10/06/2023,79.02,12329630,75.00,79.91,74.24
10/05/2023,76.41,8347264,76.33,76.86,74.62
10/04/2023,76.62,12714520,75.16,76.975,74.36
10/03/2023,74.93,13343710,76.83,77.71,74.169
10/02/2023,78.11,13468250,77.72,78.81,76.56
09/29/2023,78.20,15546100,80.54,80.6158,77.37
09/28/2023,78.87,11895170,77.25,79.78,76.84
09/27/2023,77.51,14746910,78.12,78.44,75.51
09/26/2023,77.47,13269800,79.29,79.7034,77.0199
09/25/2023,81.08,8551718,79.36,81.11,79.14
09/22/2023,80.08,10103930,81.25,82.1738,79.88
09/21/2023,80.74,10337700,83.20,83.36,80.60
09/20/2023,84.96,10040740,88.13,88.4116,84.89
09/19/2023,87.49,7027664,87.38,87.76,85.77
09/18/2023,88.24,5653784,87.85,88.98,87.56
09/15/2023,88.07,9077427,90.44,90.58,87.8016
09/14/2023,91.43,5651198,90.68,91.85,89.83
09/13/2023,89.25,6003118,89.00,89.92,88.34
09/12/2023,88.91,5367282,89.49,90.45,88.56
09/11/2023,90.44,5197350,90.28,90.63,89.24
09/08/2023,88.72,5427644,88.39,89.66,88.12
09/07/2023,88.33,5910672,87.34,88.79,87.12
09/06/2023,89.29,6308569,90.60,90.66,87.81
09/05/2023,91.14,4136844,92.07,92.26,91.0963
09/01/2023,92.37,5485424,93.62,93.88,91.44
08/31/2023,91.91,5453433,92.71,93.41,91.79
08/30/2023,92.47,7348847,91.53,92.80,91.02
08/29/2023,91.27,7596440,87.45,91.47,87.33
08/28/2023,87.46,5712860,87.21,87.90,86.41
08/25/2023,85.93,10681420,85.18,86.69,83.04
08/24/2023,84.22,6831196,88.82,89.14,84.14
08/23/2023,87.87,6090929,85.66,88.28,85.62
08/22/2023,85.06,7030738,86.78,86.8799,84.76
08/21/2023,85.84,6650457,84.76,86.28,83.49
08/18/2023,84.15,8221099,82.34,84.825,82.19
08/17/2023,84.14,11069250,87.02,87.1599,83.81
08/16/2023,86.25,9315334,87.84,88.90,86.16
08/15/2023,88.23,8806308,90.25,90.45,87.8162
08/14/2023,91.35,6042756,89.29,91.39,89.13
08/11/2023,89.94,9366171,88.88,90.57,88.53
08/10/2023,90.17,15466050,91.51,93.66,89.40
08/09/2023,90.19,10228390,92.19,92.23,89.64
08/08/2023,92.04,8697263,91.61,92.29,89.84
08/07/2023,93.23,6696219,92.03,93.34,91.60
08/04/2023,90.90,10493680,93.33,94.659,90.57
08/03/2023,92.24,7641382,91.73,93.41,91.29
08/02/2023,93.11,9704608,95.05,95.25,92.59
08/01/2023,97.12,5488954,97.03,97.65,96.54
07/31/2023,98.09,5720712,97.78,98.28,96.92
07/28/2023,97.48,8878187,96.84,98.05,96.35
07/27/2023,94.81,11782900,98.94,99.20,94.16
07/26/2023,96.83,15197020,96.10,97.70,95.41
07/25/2023,96.77,6582141,95.78,97.56,95.75
07/24/2023,95.96,5986483,95.47,96.51,95.08
07/21/2023,94.77,7187737,95.86,96.005,94.74
07/20/2023,94.84,10804600,96.06,96.68,94.32
07/19/2023,96.70,11096780,96.71,97.59,96.27
07/18/2023,96.16,10023020,93.91,96.62,93.62
07/17/2023,94.13,7687337,93.04,94.82,93.01
07/14/2023,93.17,7729147,93.97,94.50,92.71
07/13/2023,93.36,7872504,92.41,93.935,92.18
07/12/2023,91.33,20474600,91.57,92.23,90.68
07/11/2023,89.26,10022690,88.00,89.53,87.395
07/10/2023,87.53,6371509,86.65,87.68,86.325
07/07/2023,86.91,8788779,86.98,89.3806,86.78
07/06/2023,87.61,14826950,87.52,87.94,86.09
07/05/2023,89.87,12400110,89.10,90.32,89.10
07/03/2023,90.30,3604493,89.74,90.44,89.56
06/30/2023,89.98,8264595,88.92,90.60,88.72
06/29/2023,87.04,8989931,85.73,87.11,85.52
06/28/2023,86.15,14974930,85.27,86.675,84.88
06/27/2023,85.97,11297560,83.74,86.32,83.46
06/26/2023,83.23,9601073,83.94,85.08,83.095
06/23/2023,84.32,8737773,84.12,85.38,83.85
06/22/2023,86.28,9987214,84.82,86.34,84.60
06/21/2023,85.51,10555800,86.17,86.6732,85.0801
06/20/2023,87.14,6915791,87.22,87.77,85.77
06/16/2023,88.46,10017370,90.66,90.70,88.16
06/15/2023,89.40,13980970,85.76,90.22,85.70
06/14/2023,86.43,20155900,86.22,87.45,84.20
06/13/2023,86.00,10559710,85.27,86.41,84.845
06/12/2023,84.34,6531667,82.75,84.41,82.305
06/09/2023,82.21,8889027,82.23,83.36,81.585
06/08/2023,81.73,8148082,80.38,82.04,79.93
06/07/2023,80.47,14289000,81.45,82.14,80.14
06/06/2023,81.27,7150339,80.46,81.555,80.09
06/05/2023,80.72,10645550,81.44,82.17,80.325
06/02/2023,81.25,10481190,79.37,81.7011,79.04
06/01/2023,77.93,11584490,75.88,78.50,75.185
05/31/2023,75.83,12182380,75.98,76.555,74.91
05/30/2023,77.08,9094149,78.13,78.43,76.31
05/26/2023,77.07,13126040,74.53,77.44,74.47
05/25/2023,74.21,11940250,74.25,75.03,73.05
05/24/2023,72.43,16363660,73.14,73.3199,71.75
05/23/2023,74.06,8885671,75.68,76.24,73.80
05/22/2023,76.66,8109970,76.56,77.51,75.86
05/19/2023,76.60,9511523,77.42,77.7104,75.86
05/18/2023,76.91,11482480,74.62,77.18,74.50
05/17/2023,74.84,11161210,73.33,75.19,72.44
05/16/2023,72.25,7032637,73.09,73.60,72.23
05/15/2023,73.71,8893029,73.33,73.9599,72.27
05/12/2023,73.01,10101010,73.99,74.09,71.66
05/11/2023,73.33,9695061,73.28,73.51,72.20
05/10/2023,73.82,16785630,74.35,74.69,71.69
05/09/2023,72.84,5790967,72.88,73.40,72.6601
05/08/2023,73.80,7587762,73.87,74.05,73.0199
05/05/2023,73.72,10082460,71.86,74.31,71.6901
05/04/2023,69.96,15061690,70.87,71.04,69.195
05/03/2023,71.47,20785050,73.28,74.61,71.36
05/02/2023,73.07,13992520,75.17,75.18,71.37
05/01/2023,75.58,7783327,75.55,76.745,75.4518
04/28/2023,75.87,9661007,73.49,75.87,73.44
04/27/2023,73.99,12998550,71.19,74.14,71.0799
04/26/2023,69.90,12637730,71.14,71.68,69.575
04/25/2023,70.83,11346570,73.25,73.515,70.76
04/24/2023,74.33,7780263,73.99,74.5899,73.2401
04/21/2023,74.12,9073644,74.09,74.39,73.04
04/20/2023,73.99,11843320,73.651,75.01,73.14
04/19/2023,75.35,11041240,74.27,75.8193,74.23
04/18/2023,75.35,9345650,76.12,76.175,74.57
04/17/2023,75.25,10242630,74.37,75.29,73.68
04/14/2023,74.50,11725230,74.65,75.87,73.13
04/13/2023,74.99,10435040,72.80,75.23,72.53
04/12/2023,72.26,17729570,74.27,74.42,71.91
04/11/2023,73.09,8626079,73.40,73.90,72.71
04/10/2023,73.11,9575830,71.48,73.14,71.15
04/06/2023,72.86,10565390,71.64,73.04,71.03
04/05/2023,72.11,11162990,72.25,72.6979,71.20
04/04/2023,72.76,13972720,74.35,74.495,71.961
04/03/2023,73.95,12177890,72.87,74.2099,72.625
03/31/2023,73.18,10711850,70.71,73.3182,70.65
03/30/2023,70.23,13065230,70.47,70.596,69.25
03/29/2023,69.11,11417520,68.38,69.23,67.76
03/28/2023,66.22,10817030,66.31,66.66,65.24
03/27/2023,66.65,11815150,67.51,67.90,66.21
03/24/2023,66.31,14095000,64.42,66.38,63.172
03/23/2023,65.03,18413100,66.03,68.11,63.70
03/22/2023,64.68,16604240,68.00,69.92,64.59
03/21/2023,68.09,10938320,67.29,68.36,66.4247
03/20/2023,65.77,14210110,64.33,66.00,63.99
03/17/2023,64.01,19615080,65.65,66.18,63.24
03/16/2023,66.30,23884230,61.85,66.47,61.57
03/15/2023,63.14,31288450,61.34,63.17,60.3098
03/14/2023,64.23,18774210,63.73,65.1205,62.05
03/13/2023,61.29,22789780,59.61,63.70,59.06
03/10/2023,61.59,28624580,64.08,65.14,60.78
03/09/2023,64.43,19511770,68.59,69.4942,63.85
03/08/2023,68.21,17279470,67.96,68.63,67.03
03/07/2023,67.92,18030470,71.12,71.30,67.566
03/06/2023,71.22,12063170,71.519,72.78,70.99
03/03/2023,71.01,16509020,68.799,71.21,68.41
03/02/2023,67.82,16284090,65.27,68.29,65.10
03/01/2023,66.42,19913770,66.68,67.345,65.65
02/28/2023,67.13,13500270,67.65,68.67,67.08
02/27/2023,67.87,12635110,69.02,69.72,67.42
02/24/2023,67.23,19089690,66.73,67.71,65.82
02/23/2023,69.49,15793730,69.99,70.32,67.25
02/22/2023,68.50,22711330,68.98,69.82,67.715
02/21/2023,68.78,15302870,70.92,71.50,68.63
02/17/2023,73.20,11919360,72.62,73.34,71.46
02/16/2023,73.85,16007720,74.13,76.42,73.75
02/15/2023,77.06,14495630,75.07,77.13,74.58
02/14/2023,76.34,18701970,75.56,77.685,74.04
02/13/2023,76.45,10826680,74.26,76.54,73.97
02/10/2023,73.86,10542360,72.72,74.115,72.26
02/09/2023,73.46,13055240,77.49,77.56,72.71
02/08/2023,75.50,14326300,76.85,77.63,75.05
02/07/2023,78.00,15933110,74.54,78.73,73.83
02/06/2023,75.15,9206881,75.04,75.90,74.12
02/03/2023,76.53,13377330,76.13,79.17,75.80
02/02/2023,79.03,16604580,77.99,79.92,76.92
02/01/2023,75.82,17770370,72.80,77.39,71.23
01/31/2023,73.45,10904790,70.66,73.49,70.46
01/30/2023,70.42,11013740,71.59,72.86,70.24
01/27/2023,73.14,13196430,72.09,74.514,71.9731
01/26/2023,72.65,13947210,71.86,72.79,70.24
01/25/2023,70.47,16059080,68.10,70.63,66.8613
01/24/2023,70.37,9483268,69.71,70.8799,69.02
01/23/2023,70.59,11032840,68.581,71.66,68.08
01/20/2023,68.13,9568907,65.33,68.265,64.44
01/19/2023,64.67,14128530,64.96,65.85,63.925
01/18/2023,66.12,16848470,70.04,70.625,66.0204
01/17/2023,69.42,9122842,69.80,70.69,69.03
01/13/2023,69.78,11262020,67.26,70.115,67.12
01/12/2023,69.06,18862000,68.91,69.86,66.73
01/11/2023,68.38,12485940,66.713,68.42,66.28
01/10/2023,65.88,11130710,64.21,65.92,63.7206
01/09/2023,64.56,11824170,65.796,67.45,64.44
01/06/2023,64.64,18489870,62.05,65.22,60.53
01/05/2023,60.53,15680850,61.69,61.74,60.25
01/04/2023,62.71,17139390,62.44,63.75,60.90
01/03/2023,61.36,18048470,63.03,64.04,59.88
12/30/2022,62.11,11174440,61.23,62.15,60.16
12/29/2022,62.61,12007040,60.87,63.10,60.62
12/28/2022,59.53,14031160,61.77,62.76,59.42
12/27/2022,61.82,9214380,62.50,62.67,60.95
12/23/2022,62.53,12906430,61.02,62.63,60.20
12/22/2022,61.60,22328190,62.72,62.89,58.61
12/21/2022,64.36,15715810,62.92,64.93,62.62
12/20/2022,61.61,14691000,60.97,62.42,60.32
12/19/2022,61.52,12163320,63.24,63.37,60.64
12/16/2022,63.10,16196230,64.11,64.79,61.9999
12/15/2022,65.49,17687870,67.99,68.47,64.5611
12/14/2022,70.74,17011800,71.90,74.11,69.05
12/13/2022,72.09,22673520,76.57,76.63,70.60
12/12/2022,70.50,8340421,68.03,70.54,67.68
12/09/2022,67.66,10681050,68.50,69.9011,67.575
12/08/2022,69.23,16590180,68.65,69.80,67.79
12/07/2022,67.63,16501520,67.5242,68.95,67.0508
12/06/2022,68.07,14167650,71.01,71.33,66.865
12/05/2022,71.15,12565170,73.60,74.12,70.352
12/02/2022,75.19,13710860,72.59,75.74,72.56
12/01/2022,75.55,13780690,76.37,77.02,74.06
11/30/2022,75.59,15591650,69.31,75.67,68.255
11/29/2022,69.21,10442080,69.62,70.28,68.18
11/28/2022,69.60,9527460,71.297,72.24,69.13
11/25/2022,73.08,3990668,72.83,73.41,72.67
11/23/2022,73.13,12872540,71.649,73.4494,71.51
11/22/2022,71.88,11029390,70.06,71.96,69.35
11/21/2022,69.09,8489231,69.14,69.73,68.04
11/18/2022,69.92,12012090,70.78,70.81,68.2901
11/17/2022,68.96,13413550,66.97,69.34,66.80
11/16/2022,69.70,13779640,70.40,70.88,69.29
11/15/2022,71.30,18633590,72.66,73.30,69.1802
11/14/2022,69.54,11720610,70.35,72.25,69.38
11/11/2022,71.39,16787620,69.845,71.82,68.7712
11/10/2022,69.34,18469400,66.20,69.5399,65.06
11/09/2022,59.60,14644960,62.44,63.07,59.312
11/08/2022,63.54,17112940,63.073,65.06,61.41
11/07/2022,62.52,10806730,61.4322,62.82,60.3914
11/04/2022,60.77,20630660,61.10,61.9888,57.79
11/03/2022,58.28,15490300,58.545,59.835,57.23
11/02/2022,60.22,20956860,64.78,67.21,60.15
11/01/2022,65.14,13013140,67.99,68.11,64.50
10/31/2022,66.00,13927870,66.10,67.14,65.49
10/28/2022,67.46,16617310,62.92,67.72,62.84
10/27/2022,63.01,14103670,64.58,65.55,62.685
10/26/2022,64.08,19561080,63.88,66.92,63.72
10/25/2022,65.58,18653970,62.53,65.73,62.50
10/24/2022,62.57,19565670,61.125,63.1555,59.77
10/21/2022,60.34,19980660,56.16,60.61,55.41
10/20/2022,56.32,15314180,57.52,59.70,55.90
10/19/2022,57.83,16483780,57.98,59.37,56.36
10/18/2022,58.99,25395860,60.92,61.0412,57.36
10/17/2022,57.00,13425040,55.82,57.55,55.78
10/14/2022,52.98,18814600,58.06,58.8584,52.68
10/13/2022,56.85,25478870,49.49,57.57,48.97
10/12/2022,52.77,12665250,53.47,54.1882,52.63
10/11/2022,53.28,18223070,53.52,55.665,52.35
10/10/2022,54.42,15983000,56.14,56.25,53.24
10/07/2022,55.63,16948010,58.61,58.79,54.7099
10/06/2022,60.71,15517860,61.9499,63.4898,60.44
10/05/2022,62.66,20527670,60.831,63.88,59.62
10/04/2022,63.08,16016000,60.48,63.17,60.4705
10/03/2022,57.76,16506750,55.37,58.67,54.46
09/30/2022,53.58,19868550,55.75,57.60,53.52
09/29/2022,56.17,19694370,58.17,58.30,54.70
09/28/2022,59.95,19484020,57.09,60.80,56.27
09/27/2022,56.69,20382880,58.93,59.96,55.48
09/26/2022,57.12,17961520,58.10,59.93,56.49
09/23/2022,58.89,17195910,60.20,60.20,56.56
09/22/2022,62.02,13544270,63.21,63.761,61.63
09/21/2022,63.67,15241550,68.25,69.91,63.65
09/20/2022,67.21,10867950,67.689,68.25,65.64
09/19/2022,69.55,8042921,66.23,69.59,66.22
09/16/2022,67.97,12083870,67.21,68.38,66.16
09/15/2022,69.68,12230580,71.19,72.85,68.9033
09/14/2022,72.16,7029452,72.05,72.99,70.25
09/13/2022,71.42,11152810,76.55,77.3189,70.6339
09/12/2022,82.03,7788157,80.78,82.515,80.60
09/09/2022,79.49,8487884,77.36,80.02,77.15
09/08/2022,76.00,11296900,73.13,76.26,72.46
09/07/2022,74.52,10334560,70.5447,74.99,70.4465
09/06/2022,70.71,11998870,72.05,72.60,69.47
09/02/2022,71.52,12264020,76.12,76.87,70.50
09/01/2022,73.97,11599790,71.97,74.145,70.40
08/31/2022,73.22,9523793,75.99,76.73,73.22
08/30/2022,75.01,10544770,78.33,78.43,73.75
08/29/2022,77.62,8057118,77.37,79.4821,76.75
08/26/2022,79.22,11030460,88.12,88.44,79.175
08/25/2022,88.15,6901870,85.55,88.22,84.88
08/24/2022,84.59,6041847,83.69,85.51,83.23
08/23/2022,83.85,5783024,84.16,85.72,83.4881
08/22/2022,84.49,8334262,86.90,86.9499,83.87
08/19/2022,90.08,8116027,92.02,92.18,89.525
08/18/2022,93.93,5583165,93.23,94.4299,92.40
08/17/2022,93.23,8655676,92.70,95.083,91.77
08/16/2022,95.21,8066785,93.92,96.5512,93.3401
08/15/2022,94.66,7073530,91.98,95.01,91.93
08/12/2022,93.47,6495142,90.30,93.575,89.67
08/11/2022,89.06,7822488,90.95,92.2099,88.56
